"id";"uri";"titulo";"dataCriacao";"idLegislatura";"telefone";"email";"keywords";"idSituacao";"situacao";"urlWebsite";"urlDocumento";"coordenador_id";"coordenador_uri";"coordenador_nome";"coordenador_siglaPartido";"coordenador_uriPartido";"coordenador_siglaUf";"coordenador_idLegislatura";"coordenador_urlFoto"
"53249";"https://dadosabertos.camara.leg.br/api/v2/frentes/53249";"Frente Parlamentar Mista da Habitação";"2007-06-11";"53";"3215-5569";"";"";"";"REQ 1113/07
05/06/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
11/06/07 - Assinaturas suficientes: 214
11/06/07 - Publicada
15/05/08 - Of. 057/08 - Comunica que novo Coordenador, Sr. Fernando Chucre.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53249-integra.pdf""";"0";"";"Fernando Chucre";"";"";"";"53";""
"53250";"https://dadosabertos.camara.leg.br/api/v2/frentes/53250";"Frente Parlamentar em Apoio e Fortalecimento da Mídia Regional";"2007-06-14";"53";"3215-5313";"";"";"";"REQ 1131/07
06/06/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
14/06/07 - Assinaturas conferidas: 209
14/06/07 - Publicada
07/05/08 - OF/GAB/CV/Nº062/08 - Encaminha nova estatuto e novas adesões.
13/05/08 - OF/GAB/CV/Nº062/08 - Encaminhado para publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53250-integra.pdf""";"0";"";"Vignatti";"";"";"";"53";""
"53251";"https://dadosabertos.camara.leg.br/api/v2/frentes/53251";"Frente Parlamentar da Agricultura Familiar";"2007-06-15";"53";"3215-5802";"";"";"";"REQ 1144/07
11/06/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
15/06/07 - Assinaturas suficientes: 201
15/06/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53251-integra.pdf""";"0";"";"Anselmo de Jesus";"";"";"";"53";""
"53252";"https://dadosabertos.camara.leg.br/api/v2/frentes/53252";"Frente Parlamentar da Terra";"2007-08-14";"53";"3215-5474";"";"";"";"REQ 1180/07, REQ 1265/07 e REQ 1435/07
15/06/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
19/06/07 - Assinaturas insuficientes: 168
20/06/07 - Devolvida ao autor
04/07/07 - Reapresentação do requerimento - REQ 1265/07
05/07/07 - Assinaturas insuficientes: 172
06/07/07 - Devolvida ao autor
09/08/07 - Reapresentação do requerimento - REQ 1435/07
14/08/07 - Assinaturas suficientes: 203
14/08/07 - Publicada
18/06/08 - OF 073/08 do Dr. Rosinha, comunica que deixa a Coordenação desta Frente e passa para  Dep. Adão Pretto
17/09/09 - Of. 145/09, do Gabinete do Dr. Rosinha, comunicando que reassume a coordenação desta frente em decorrência do falecimento do Dep. Adão Pretto.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53252-integra.pdf""";"0";"";"Dr. Rosinha";"";"";"";"53";""
"53253";"https://dadosabertos.camara.leg.br/api/v2/frentes/53253";"Frente Parlamentar de Apoio as Santas Casas de Misericórdia, Hospitais e Entidades Filantrópicas na Área da Saúde";"2007-07-10";"53";"3215-5931";"";"";"";"REQ 1202/07 e REQ 1238/07
21/06/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
22/06/07 - Assinaturas insuficientes: 172 Deputados e 13 Senadores
26/06/07 - Devolvida ao Autor
28/06/07 - Reapresentação do requerimento
06/07/07 - Assinaturas de Deputados: 189 Deputados
10/07/07 - Assinaturas de Senadores: 13 Senadores
10/07/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53253-integra.pdf""";"0";"";"Marcelo Ortiz";"";"";"";"53";""
"53254";"https://dadosabertos.camara.leg.br/api/v2/frentes/53254";"Frente Parlamentar pelo Fortalecimento dos Estados e Municípios Mineradores";"2007-07-05";"53";"3215-5211";"";"";"";"REQ 1237/07 - RM: 2579/07
27/06/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
05/07/07 - Assinaturas conferidas: 201
05/07/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53254-integra.pdf""";"0";"";"João Magalhães";"";"";"";"53";""
"53255";"https://dadosabertos.camara.leg.br/api/v2/frentes/53255";"Frente Parlamentar em Defesa da Indústria Aeronáutica Brasileira";"2007-07-11";"53";"3215-5931";"";"";"";"REQ 1272/07 - RM: 2661/07
05/07/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
10/07/07 - Assinaturas de Deputados: 190
11/07/07 - Assinaturas de Senadores: 15
11/07/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53255-integra.pdf""";"0";"";"Marcelo Ortiz";"";"";"";"53";""
"53257";"https://dadosabertos.camara.leg.br/api/v2/frentes/53257";"Frente Parlamentar em Defesa do Trânsito Seguro";"2007-07-11";"53";"3215-5338";"";"";"";"REQ 1308/07 - RM: 2707/07
10/07/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
11/07/07 - Assinaturas conferidas: 206
11/07/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53257-integra.pdf""";"0";"";"Beto Albuquerque";"";"";"";"53";""
"53258";"https://dadosabertos.camara.leg.br/api/v2/frentes/53258";"Frente Parlamentar pela Regulamentação da Profissão de Mototaxista e Motoboy";"2007-07-26";"53";"3215-5266";"";"";"";"REQ 1333/07 - RM: /07
12/07/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
17/07/07 - Assinaturas suficientes: 180 Deputados + 21 Senadores
26/07/07 - Publicada
21.08.07 - Daniel, do gabinete do Dep. Zé Geraldo, comunicou que a Dep. Gorete Pereira também faz parte da Frente.
17.10.07 - Entregue Ata e relação dos presentes ao lançamento da frente";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53258-integra.pdf""";"0";"";"Zé Geraldo";"";"";"";"53";""
"53259";"https://dadosabertos.camara.leg.br/api/v2/frentes/53259";"Frente Parlamentar Mista em Defesa da Vida - Contra o Aborto";"2007-08-15";"53";"3215-5626";"";"";"";"REQ 1334/07 - RM: /07
12/07/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento
13/07/07 - Assinaturas insuficientes: 190 = 169 Deputados + 21 Senadores
13/07/07 - Devolvida ao Autor
10.08.07 - REQ 1438/07, com novas assinaturas, encaminhado ao SECAP
15/08/07 - Assinaturas suficientes: 200 = 179 Deputados + 21 Senadores
15/08/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53259-integra.pdf""";"0";"";"Luiz Bassuma";"";"";"";"53";""
"53263";"https://dadosabertos.camara.leg.br/api/v2/frentes/53263";"Frente Parlamentar Mista de Combate à Pirataria e Sonegação Fiscal.";"2007-09-10";"53";"3215-5368";"";"";"";"REQ 1633/07
06/09/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento.
10/09/07 - Assinaturas suficientes: 199
10/09/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53263-integra.pdf""";"0";"";"Arnaldo Jardim";"";"";"";"53";""
"53264";"https://dadosabertos.camara.leg.br/api/v2/frentes/53264";"Frente Parlamentar da Pesquisa e Inovação";"2007-09-18";"53";"3215-5617";"";"";"";"REQ 1649/07
12/09/07 - Apresentação do Requerimento, Ata, Estatuto e Apoiamento.
18/09/07 - Assinaturas suficientes: 186 Deputados e 27 Senadores.
18/09/07 - Publicada.
26/09/08 - REQ. 2471/08 do Dep. Paulo Piau - requer a mudança do nome desta frente de ""Frente Parlamentar Mista de Apoio à Pesquisa Agropecuária, Científica, Tecnológica e Transferência de Tecnologia"" para FRENTE PARLAMENTAR DA PESQUISA BRASILEIRA.
21/10/09 - Recebido o of. 303/09, do Dep. Paulo Piau, que requer a mudança do nome desta frente de ""Frente Parlamentar Mista da Pesquisa Brasileira"" para FRENTE PARLAMENTAR DA PESQUISA E INOVAÇÃO.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53264-integra.pdf""";"0";"";"Paulo Piau";"";"";"";"53";""
"53266";"https://dadosabertos.camara.leg.br/api/v2/frentes/53266";"Frente Parlamentar em Defesa do Voto Aberto";"2007-09-24";"53";"3215-5716";"";"";"";"21.09.07 - REQ 1710/07, do Dep Ivan Valente, requerendo a criação da Frente Parlamentar em Defesa do Voto Aberto (ata, estatuto e assinaturas anexos) - encaminhado à SECAP
(entregue na Presidência, protocolo nº 2007/138076
OBS: outra variante do nome: pelo fim do voto secreto
24/09/07 - 222 assinaturas confirmadas.
24/09/07 - Publicada";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53266-integra.pdf""";"0";"";"Ivan Valente";"";"";"";"53";""
"53267";"https://dadosabertos.camara.leg.br/api/v2/frentes/53267";"Frente Parlamentar de apoio aos Agentes Comunitários de Saúde e Agentes de Combate às Endemias.";"2007-10-01";"53";"3215-5473";"";"";"";"27/09/07 - Apresentação do REQ 1750/07 com Ata, Estatuto e Apoiamento.
(encaminhado à SECAP para conferência de assinaturas)
01/10/07 - 206 assinaturas confirmadas. Publicada.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53267-integra.pdf""";"0";"";"Valtenir Pereira";"";"";"";"53";""
"53269";"https://dadosabertos.camara.leg.br/api/v2/frentes/53269";"Frente Parlamentar Mista em Defesa do Carvão Mineral";"2007-10-08";"53";"(61) 3303-2451a 2455";"";"";"";"OF 029/07
24/09/07 - Recebimento do ofício sem ata, estatuto e assinaturas.
01/10/07 - Recebimento das assinaturas e da ata. Encaminhado à SECAP para conferência de assinaturas.
04/10/07 - Confirmadas 188 assinaturas de Deputados. Encaminhado ao Senado para conferir 12 assinaturas de Senadores.
(aguardando conferência de assinaturas de Senadores)
08/10/07 - 12 assinaturas de Senadores conferidas, total: 200 assinaturas. PUBLIQUE-SE.
24.10.07 - Sra Inúbia vai pegar novamente 4 assinaturas que não conferiram, pois ela afirma que são dos Deputados, já que é ela mesma que as colhe. Ruthier disse que quando ela trouxer, ele faz novo relatório. Peguei o documento para publicação para aguardar a alteração. (Eugênia)
07.11.07 - Sra Inúbia trouxe as 4 assinaturas e mais duas. Ruthier fez novo relatório e encaminhei para publicação (E). Telefone da Sra. Inúbia: 8118-1159/3215-57-3 ou 3703.
20/04/08 - Of 30/09 encaminha Ata de Eleição da nova Diretoria
21/05/09 - A Secap nos encaminhou a conferência das assinaturas apostas à Ata da Terceira Assembléia Geral.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53269-integra.pdf""";"0";"";"Senador Delcídio Amaral";"";"";"";"53";""
"53270";"https://dadosabertos.camara.leg.br/api/v2/frentes/53270";"Frente Parlamentar Mista em Defesa da Infraestrutura Nacional";"2007-12-12";"53";"3215-5424";"";"";"";"17/10/07 - Apresentação do REQ 1872/07, com Ata, termos de Posse da Diretoria, Estatuto e adesões anexos. Encaminhada à SERAP para conferência de assinaturas.
19/10/07 - Confirmadas 172 assinaturas. Há 14 de Senadores, totalizando 186 (mínimo 198). Devolvido ao Autor. Cópia de toda a documentação no armário.
06/12/07 - Apresentação do REQ 2098/07, com Ata, Estatuto, termos de Posse da Diretoria e adesões anexos (com novas assinaturas). Encaminhado  à SERAP para conferência.
11/12/07 - Confirmadas 187 assinaturas. Há 14 de Senadores. Enviada ao Senado para conferência.
12/12/07 - Total de 201 assinaturas. Enviada à publicação.
06/03/08 - OF. 045/08 do Dep. Eduardo Sciarra, solicita seja cadastrado na qualidade de membro o Dep. Fernando Coruja - PPS/SC.
13/03/08 - OF. 046/08 do Dep. Eduardo Sciarra, solicita seja cadastrado na qualidade de membro o Dep. Carlos Alberto Leréia - PSDB/GO.
20/10/09 - Apresentação do REQ. 5717/09, com Ata, termo de Posse da nova Diretoria, Estatuto e adesões anexos. A coordenação passa do Dep. Eduardo Sciarra para o Dep. José Otávio Germano. Encaminhada à SECAP para conferência de assinaturas.
20/10/09 - Confirmadas 230 adesões de Deputados pela SECAP e encaminhados o requerimento e as assinaturas dos senadores para conferência na Secretaria-Geral do Senado Federal.
21/10/09 - Confirmadas 13 assinaturas de senadores, totalizando 243 adesões de parlamentares.
22/10/09 - Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53270-integra.pdf""";"0";"";"José Otávio Germano";"";"";"";"53";""
"53271";"https://dadosabertos.camara.leg.br/api/v2/frentes/53271";"Frente Parlamentar de Fortalecimento dos Estados e Municípios e Contra a Criação de Novos Estados";"2007-10-18";"53";"3215-5336";"";"";"";"17/10/07 - Apresentação do REQ 1878/07, com Ata, Estatuto e adesões anexos. Encaminhado à SECAP para conferência de assinaturas.
18/10/07 - Conferidas 204 assinaturas. Cópia SEPUB para publicação";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53271-integra.pdf""";"0";"";"Zenaldo Coutinho";"";"";"";"53";""
"53274";"https://dadosabertos.camara.leg.br/api/v2/frentes/53274";"Frente Parlamentar Cristã Brasil-Israel pela paz na Terra Santa, Oriente Médio e no Mundo (FRENPAZBRIL)";"2007-11-19";"53";"3215-5454";"";"";"";"REQ 1995/07
13/11/07 - Encaminhado à SECAP para conferência de assinaturas.
14/11/07 - Confirmadas 198 assinaturas. 
19/11/07 - OF 250/07 SGM para o Senado. Confirmadas 10 assinaturas. Total: 198 Deputados + 10 Senadores = 208. Encaminhada para publicação.
OBS: Sr. Laurindo: 9970-3399 (responsável pela Frente)";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53274-integra.pdf""";"0";"";"Dr. Talmir";"";"";"";"53";""
"53275";"https://dadosabertos.camara.leg.br/api/v2/frentes/53275";"Frente Parlamentar em Defesa do Profissional da Saúde.";"2007-11-26";"53";"3215-5938";"";"";"";"22/11/07 - Apresentação do REQ 2041/07. Encaminhado à SERAP para conferência das assinaturas.
26/11/07 - Relatório da SERAP: 199 assinaturas confirmadas. Vai à publicação.
10/03/09 - Of. 011/09 - encaminha novas adesões.
25/03/09 - Of. 011/09 - encaminha novas adesões.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53275-integra.pdf""";"0";"";"Damião Feliciano";"";"";"";"53";""
"53276";"https://dadosabertos.camara.leg.br/api/v2/frentes/53276";"Frente Parlamentar Mista em Defesa da Cultura";"2007-12-05";"53";"3215-5507";"";"";"";"28.11.07 - Apresentação do REQ 2052/07, contendo assinaturas, estatuto e ata. Encaminhado à SERAP para conferência das assinaturas.
Obs: informa que esta Frente foi criada pela fusão de quatro outras que estavam se formando: da Frente Parlamentar Mista em Defesa do Patrimônio Histórico Cultural (do Dep Angelo Vanhoni), de duas Frentes Parlamentares em Defesa da Cultura (Deps Geraldo Magela e Rodrigo Rollemberg) e da Frente Parlamentar em Defesa da Cultura Popular (Dep Frank Aguiar).
04.12.07 - Relatório da SERAP: confirmadas 322 assinaturas. Encaminharemos as assinaturas dos Senadores para conferência no SF.
05.12.07 - Confirmadas 22 assinaturas de Senadores. Total: 344 assinaturas. Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53276-integra.pdf""";"0";"";"José Fernando Aparecido de Oliveira";"";"";"";"53";""
"53277";"https://dadosabertos.camara.leg.br/api/v2/frentes/53277";"Frente Parlamentar em Defesa da BR-364";"2007-12-06";"53";"3215-5956";"";"";"";"28.11.07 - Apresentação do REQ 2056/07. Estatuto, Ata e adesões anexos. 
30.11.07 - Encaminhado à SERAP para conferência das assinaturas.
04.12.07 - Relatório da SERAP: 189 assinaturas confirmadas. Falei com Marisa, que ficou de encaminhar as 9 assinaturas restantes até sexta, 7/12, com autorização do Léo.
06.12.07 - Relatório da SERAP: 200 assinaturas confirmadas. Vai à publicação.
(avisar Marisa - do Gabinete do autor)";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53277-integra.pdf""";"0";"";"Gladson Cameli";"";"";"";"53";""
"53281";"https://dadosabertos.camara.leg.br/api/v2/frentes/53281";"Frente Parlamentar em Defesa do Consórcio Integrado de Turismo: MA/PI/CE.";"2007-12-14";"53";"3215-5529";"";"";"";"12.12.07 - Apresentação do REQ 2110/07. Estatuto, Ata e adesões anexos. 
12.12.07 - Encaminhado à SERAP para conferência das assinaturas.
14.12.07 - Conferidas assinaturas - 206. Encaminhada para publicação";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53281-integra.pdf""";"0";"";"Roberto Rocha";"";"";"";"53";""
"53282";"https://dadosabertos.camara.leg.br/api/v2/frentes/53282";"Frente Parlamentar em Defesa da Empresa Brasileira de Correios - FPECT";"2007-12-18";"53";"3215-5317";"";"";"";"13/12/07 - Apresentação do REQ 2137/07. Estatuto, Ata e Adesões.
13/12/07 - Encaminhado ao SECAP para conferência de assinaturas.
18/12/07 - Confirmadas 241 assinaturas de deputados 
18/12/07 - Of. 270/2007/SGM para conferência de assinturas dos Senadores.
18/12/07 - Confirmadas 5 assinaturas de senadores. Total: 246 assinaturas.
19/12/07 -  Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53282-integra.pdf""";"0";"";"Daniel Almeida";"";"";"";"53";""
"53285";"https://dadosabertos.camara.leg.br/api/v2/frentes/53285";"Frente Parlamentar em Defesa do Ensino Superior.";"2008-05-15";"53";"3215-5720";"";"";"";"08/05/08 - Apresentação do Requerimento 2691/08
08/05/08 - Encaminhado à SECAP para conferência de assinaturas
13/05/08 - Confirmadas 177 assinaturas de deputados. Ao Senado para conferência de assinaturas.
15/05/08 - Confirmadas 29 assinaturas de Senadores.
15/05/08 - Total de adesões 206 parlamentares. Vai à Publicação.
10/12/09 - O Of. 134/09 informa que a coordenação da Frente em questão passou a ser exercida pelo Dep. João Matos em substituição ao Dep. Severiano Alves.
02/02/10 - Recebidas mais 9 adesões de Deputados e 3 adesões de Senadores. 
03/02/10 - Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53285-integra.pdf""";"0";"";"João Matos";"";"";"";"53";""
"53287";"https://dadosabertos.camara.leg.br/api/v2/frentes/53287";"Frente Parlamentar Mista para o Desenvolvimento da Indústria Têxtil e de Confecções.";"2008-04-01";"53";"3215-5476";"";"";"";"REQ 2446/08
19/03/08 -  Apresentação do Requerimento, Ata, Estatuto e Apoiamento.
19/03/08 - Enviado para a SECAP para conferência de Assinaturas.
25/03/08 - Confirmadas 200 assinaturas de Seputados.  OF 35/08/SGM - À Secretaria-Geral da Mesa do Senado para conferência de assinaturas dos Senadores.
01/03/08 - OF 103/08/SGM/Senado - Confirmadas 13 assinaturas de Senadores, totalizando 213 parlamentares. Vaí à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53287-integra.pdf""";"0";"";"Rodrigo Rocha Loures";"";"";"";"53";""
"53289";"https://dadosabertos.camara.leg.br/api/v2/frentes/53289";"Frente Parlamentar em Defesa do Rio Doce";"2008-04-18";"53";"3215-5922";"";"";"";"26/03/08 - Apresentação do Requerimento 2462/08, Ata, Estatudo e Adesões.
26/03/08 - Encaminhado à SECAP para conferência de Assinaturas.
31/03/08 - Confirmadas 172 assinaturas. Não obteve quórum. Enviado à publicação e devolvido ao Sr. Dep. Leonardo Monteiro.
09/04/08 - Requerimento 2542/08 - Reapresentação desta Frente
18/04/08 - Confirmadas 207 assinaturas de deputados.
22/04/08 - Envidada à Publicação (data do despacho 18/04/08)";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53289-integra.pdf""";"0";"";"Leonardo Monteiro";"";"";"";"53";""
"53290";"https://dadosabertos.camara.leg.br/api/v2/frentes/53290";"Frente Parlamentar de Apoio às Forças Armadas na Amazônia";"2008-04-14";"53";"3215-5574";"";"";"";"31.03.08 - Apresentação do REQ nº 2481/08
31.03.08 - À SECAP para conferência de Assinaturas.
16/03/08 - Confirmadas 203 assinaturas de deputados. Vai à publicação";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53290-integra.pdf""";"0";"";"Edio Lopes";"";"";"";"53";""
"53292";"https://dadosabertos.camara.leg.br/api/v2/frentes/53292";"Frente Parlamentar da Agropecuária - FPA";"2008-04-16";"53";"3215-5943";"";"";"";"02/04/08 - Apresentação do REQ 2502/08
04/04/08 - Enviado à SECAP para conferência de assinaturas.
10/04/08 - Confirmadas 183 assinaturas de deputados
16/04/08 - Confirmadas 26 assinaturas de senadores, total 209 adesões. Vai à publicação.
13/02/09 - Novas adesões confirmadas o total de 204 deputados. Vai ao Senado.
18/02/09 - Confirmadas mais 8 adesões de senadores. Total  238 adesões. Vai á republicação.
06/08/09 - Recebidas mais 30 adesões de Deputados e 2 adesões de Senadores, totalizando 270 membros. Vai à publicação.
07/01/10 - Recebidas mais 10 adesões de Deputados e 1 adesão de Senador, totalizando 281 membros. Vai à publicação.
12/03/10 - Recebida mais 1 adesão de Deputado, totalizando 282 membros. Vai à publicação.
26/05/10 - Recebidas mais 2 adesões (ofícios 182 e 191/10), totalizando 284 membros. Vai à publicação.
18/08/10 - Recebido o of. 25/10, do Gab. 943, encaminhando ata da assembléia geral que elege o Dep. Moreira Mendes o novo Coordenador da Frente. Como o ofício veio endereçado ao Dr. Mozart, liguei para o gabinete solicitando a alteração.
14/10/10 - Recebido o of. 25/2010, substituindo o anterior, devidamente endereçado ao Presidente Michel Temer.
14/10/10 - Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53292-integra.pdf""";"0";"";"Moreira Mendes";"";"";"";"53";""
"53293";"https://dadosabertos.camara.leg.br/api/v2/frentes/53293";"Frente Parlamentar do Café.";"2008-04-24";"53";"3215-5243";"";"";"";"11/04/08 - Apresentação do REQ. 2572/08
11/04/08 - Encaminhado à SECAP para conferência de assinaturas
22//04/08 - Confirmadas 194 assinaturas de deputados e 13 de senadores. Total 207 assinaturas
24/04/08 - Encaminhado para PUBLICAÇÃO";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53293-integra.pdf""";"0";"";"Carlos Melles";"";"";"";"53";""
"53294";"https://dadosabertos.camara.leg.br/api/v2/frentes/53294";"Frente Parlamentar em Apoio aos Países Africanos - FPAPA.";"2008-04-24";"53";"3215-5911";"";"";"";"15/04/08 - Apresentação do REQ 2577/2008
15/04/08 - Encaminhado à SECAP para conferência de assinaturas.
23/04/08 - Confirmadas 200 assinaturas de deputados mais 2 senadores
24/04/08 - Encaminhado para PUBLICAÇÃO.
09/07/08 - Recebido of. 267/08 do Gab. Adicionando a adesão da Dep. Elcione Barbalho
10/07/08 - Recebido of. 270/08 do Gab. Adicionando a adesão da Dep. Janete Rocha Pietá";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53294-integra.pdf""";"0";"";"Regis de Oliveira";"";"";"";"53";""
"53295";"https://dadosabertos.camara.leg.br/api/v2/frentes/53295";"Frente Parlamentar para o Apoio e Desenvolvimento da Biotecnologia";"2008-04-16";"53";"3215-5446";"";"";"";"10/03/08 - Apresentação do Requerimentro 2389/08
11/04/08 - Confirmadas 201 assinaturas de deputados mais 02 de senadores. Total 203 adesões.
17/04/08 - Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53295-integra.pdf""";"0";"";"Uldurico Pinto";"";"";"";"53";""
"53296";"https://dadosabertos.camara.leg.br/api/v2/frentes/53296";"Frente Parlamentar em Defesa da Polícia Federal";"2008-05-07";"53";"3215-5756";"";"";"";"07/05/08 - Apresentação do REQ. 2671/08
07/05/08 - Encaminhado à SECAP para conferência de assinaturas.
07/05/08 - Confirmadas 213 assinaturas de deputados. Aguardando despacho PUBLIQUE-SE
07/05/08 - Enviada à publicação";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53296-integra.pdf""";"0";"";"Celso Russomanno";"";"";"";"53";""
"53297";"https://dadosabertos.camara.leg.br/api/v2/frentes/53297";"Frente Parlamentar em Defesa dos Quilombos";"2008-05-15";"53";"3215-5740";"";"";"";"12/05/08 - Apresentação do REQ. 2701/08
13/05/08 - Encaminhado à SECAP para conferência de assinaturas.
14/05/08 - Confirmadas 195 assinaturas de deputados. Ao Senado para conferência de assinaturas.
15/05/08 - Confirmadas 04 assinaturas de Senadores.
15/05/08 - Total de adesões 198 parlamentares. Vai à Publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53297-integra.pdf""";"0";"";"Vicentinho";"";"";"";"53";""
"53298";"https://dadosabertos.camara.leg.br/api/v2/frentes/53298";"Frente Parlamentar pela Reforma Urbana";"2008-05-19";"53";"3215-5281";"";"";"";"12/05/08 - Apresentação do REQ. 2702/08
13/05/08 - Encaminhado à SECAP para conferência de assinaturas
14/05/08 - Confirmadas 179 assinaturas. Não atingiu o quórum mínino.
16/05/08 - Novo Requerimento 2746/08 apresentado com novas adesões.
19/05/08 - Confirmadas 198 assinaturas. Vai à publicação
09/09/08 - Entregue mais adesões: Roberto Santiago, Chico Abreu, Flávio Dino, Vicentinho, Fernando de Fabinho, Marcelo Melo";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53298-integra.pdf""";"0";"";"Paulo Teixeira";"";"";"";"53";""
"53299";"https://dadosabertos.camara.leg.br/api/v2/frentes/53299";"Frente Parlamentar em Defesa dos Estados e Municípios Produtores de Petróleo";"2008-05-26";"53";"3215-5324";"";"";"";"14/05/08 - Apresentação do REQ. 2721/08
15/05/08 - Encaminhado à SECAP para conferência de assinaturas
19/05/08 - Confirmadas 177 assinaturas de deputados, não há assinaturas de senadores. Devolvida à primeira Requerente.
21/05/08 - Reapresentação REQ. 2776/08. Encaminhado à SECAP para conferência de assinaturas.
26/05/08 - Confirmadas 201 assinaturas. Não há assinaturas de senadores. Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53299-integra.pdf""";"0";"";"Solange Amaral";"";"";"";"53";""
"53300";"https://dadosabertos.camara.leg.br/api/v2/frentes/53300";"Frente Parlamentar Mista do Comércio Varejista.";"2008-06-06";"53";"3215-5708";"";"";"";"27/05/08 - Apresentação do REQ. 2806/08. Encaminhado à SECAP para conferência de assinaturas.
28/05/08 - Confirmadas 176 assinaturas de deputados mais 7 assinaturas de senadores. Não Atingiu o quórum. Devolvido ao primeiro requerente.
03/05/08 - Reapresentação REQ. 2840/08 com novas adesões. À SECAP para conferência de assinaturas
06/06/08 - Confirmadas 203 assinaturas de deputados mais 27 senadores, total 230 adesões. Vai à publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53300-integra.pdf""";"0";"";"Paulo Bornhausen";"";"";"";"53";""
"53301";"https://dadosabertos.camara.leg.br/api/v2/frentes/53301";"Frente Parlamentar do Cooperativismo - FRENCOOP";"2008-06-17";"53";"3215-5741";"";"";"";"10/06/08 - Apresentação do Req. 2860/08. Encaminhado à SECAP para conferência de assinaturas.
12/06/08 - Confirmadas 191 adesões de deputados. Ao Senado para conferência de assinturas.
17/06/08 - Confirmadas 10 assinaturas de senadores. Vai à Pubicação";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53301-integra.pdf""";"0";"";"Zonta";"";"";"";"53";""
"53302";"https://dadosabertos.camara.leg.br/api/v2/frentes/53302";"Frente Parlamentar em Defesa da Base de Alcântara";"2008-06-13";"53";"3215-5729";"";"";"";"10/06/08 - Apresentação do Requerimento. À SECAP para conferência de assinaturas.
13/06/08 - Confirmadas 201 adesões de deputados. Vaí á Publicação.";"";"https://www.camara.leg.br/internet/deputado/Frente_Parlamentar/53302-integra.pdf""";"0";"";"Ribamar Alves";"";"";"";"53";""
